id,tweet,label
1404,Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins a leading source of information on the virus.,fake
1405,Two additional cases are reported as having recovered so there are now 21 active cases of COVID-19 in managed isolation facilities. New Zealand’s total number of confirmed cases of COVID-19 remains at 1219. There is no one currently requiring hospital-level care for COVID-19.,real
1406,#IndiaFightsCorona Principal Secretary to Prime Minister Comprehensively Reviews #COVID19. Unlock with precautions &amp; preparedness to be key focus areas. Vaccine development also discussed. https://t.co/8ezwidB06y @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive,real
1407,Noimot Salako Ogun state deputy governor claimed her state deployed Africa’s first mobile COVID-19 testing lab.,fake
1408,doctors and nurses in medical uniforms lying on the floor of a hospital in Italy,fake
1409,Skin Rashes A Symptom of COVID-19,fake
1410,A California Circuit Judge Shoots Down President Trump’s Coronavirus Miracle Disinfectant Cure https://t.co/opNh2Dlf3q #donaldtrump,fake
1411,China builds a hospital for coronavirus patients in 48 hours.,fake
1412,“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,fake
1413,Bored Woman Sends Anonymous Threats to Neighbors to Lighten Mood https://t.co/qUKZAwMuKh #pandemic #boredom #funnyspoof #notfunny,fake
1414,Picture shows Bill Gates and White House health advisor Dr Anthony Fauci violating social distancing norms and not wearing masks.,fake
1415,According to a report by the WHO coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours whereas in cabbage this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.,fake
1416,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,fake
1417,Nurses resigned due to COVID-19 because Jamati patients misbehaved with them.,fake
1418,The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world's largest 10 cities.,fake
1419,The Trump administration has had zero unfulfilled equipment and supply requests from state governors.,fake
1420,RT @drharshvardhan: #COVID19 UPDATE 👉12 States/UTs have reported a Recovery Rate more than the National Average. 👉Two states Maharashtr…,real
1421,FYI: Couple API issues right now. Don't use the numbers yet. Should be fixed in less than 10 minutes.,real
1422,Billboard Top 10 Music Chart - Sponsored By The Coronavirus https://t.co/L0TgcKW4MG #music #coronavirus #covid19,fake
1423,COVID-19 Update There are no new cases of COVID-19 to report in New Zealand today. It has been 91 days since the last case of COVID-19 was acquired locally from an unknown source.,real
1424,"He said, if college or school not provide premises then he will take action,not on the covid pandemic ,wowo👌 icai have taken tension of availability of college or school, not covid pandemic, so 
#postpone_CA_exam_till_nov #MERGECAEXAMSJULYANDNOV
#cancel_ca_cs_exams https://t.co/hLJXyfzYDX https://t.co/mA1wRojOJ5",fake
1425,#CoronaVirusUpdates #IndiaFightsCorona Record highest single day #COVID19 Recoveries of 57937 Recoveries exceed the active cases by 13 lakh,real
1426,Video of a girl dying of coronavirus.,fake
1427,No members of staff are considered to be close contacts. The patient was cared for in a separate room while in the emergency department. She wore a surgical mask for the duration of her time at AKL City Hospital. She did not require hospitalisation.,real
1428,As of today there are 2750 active #COVID19 cases in #Chittoor #AndhraPradesh: https://t.co/X0dkCdH32n @MoHFW_INDIA @drharshvardhan @DrHVoffice #COVID__19 #COVID #COVIDー19 #COVID19India #CoronavirusIndia #coronavirus https://t.co/2zrD9Zs4uJ,real
1429,BREAKING! Batman gets Covid-19 after wearing a mask that doesn't cover his mouth,fake
1430,#IndiaFightsCorona: @MoHFW_INDIA urges States/UTs to ensure that no restriction is imposed on movement of Medical Oxygen between States States/UTs made responsible to ensure that every hospitalized #COVID patient receives oxygen Details : https://t.co/FhSuSoApFf #StaySafe https://t.co/KiD4K9Z2Db,real
1431,Mayor of El Espinal Colombia ‘bought false tests for COVID-19’.,fake
1432,Meanwhile even with partial data the new-case curves continue to rise sharply in the South and West. https://t.co/GSH9mSlKzY,real
1433,More and more as Coronavirus 19 was created by Chinese army Lab4，🆘it is a biological weapon! https://t.co/8sY0jxkht6,fake
1434,"Gyms, swimming pools and other fetid death traps to reopen this week https://t.co/zGaMVAgtva",fake
1435,India’s official coronavirus confirmed case tally hit two million. On the other hand Serum Institute of India ties up with Gates Foundation and Gavi for 100 Million COVID-19 vaccine doses for India and other low and middle income countries. #COVID19 #CoronaVirusUpdate https://t.co/Fzq81rwN5g,fake
1436,We could see 100K #coronavirus cases a day Fauci says at Senate hearing. https://t.co/3oVjbEnn3f,real
1437,A Russian drug called Arbidol cures coronavirus.,fake
1438,#Mongolia acted very early activating its State Emergency Committee in January. As a result despite neighbouring China Mongolia’s first case was not reported until March and it still has no reported #COVID19 deaths-@DrTedros,real
1439,For availability of Ventilator &amp; #COVID Beds in #Pune #Maharashtra kindly refer to this link: https://t.co/nUjW6qoOdk #COVID19 #COVID__19 #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic #CoronaVirusUpdates #CovidUpdates https://t.co/eaJxadlDLG,real
1440,As per @HMOIndia during #Unlock2 school colleges educational &amp; coaching institutions will remain closed till 31 July 2020. Online and distance learning shall continue to be permitted: https://t.co/tc2nwX0hth #COVID19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia https://t.co/9wiWGwYIvi,real
1441,Children do contract the coronavirus but current research shows it is happening at a much lower rate than for adults. https://t.co/GW4aSvUOst,fake
1442,3. One thing we’re tracking closely: California’s testing regime ramped up decently well but the growth has really slowed down over the last few days. They’re also reporting a large (12k+) number of pending tests. We’re not sure what’s going on there.,real
1443,As of today there are 62 #COVID19 Dedicated Hospitals in #Thane district #Maharashtra. You may refer to the list: https://t.co/nUjW6qoOdk @MoHFW_INDIA @drharshvardhan @DrHVoffice @CMOMaharashtra @MantralayaRoom #Covid_19 #COVIDー19 #CoronavirusIndia #coronavirus #COVIDUpdates https://t.co/6ti3Lb6mwx,real
1444,An unidentified virus that has affected the tomato crop in Maharashtra is a deadly form of coronavirus.,fake
1445,RT @drharshvardhan: ⏺️The number of #COVID19 deaths per million population in continues to be among the lowest in the world. ⏺️#Covid_19 c…,real
1446,Audio from WhatsApp that says there are a doctor and two nurses hospitalized on the ICU in Terrassa (Barcelona),fake
1447,Former Chief Justice of India Ranjan Gogoi tweeted that to compensate the economic loss occured due to coronavirus no elections should be held in the country for the next 10 years because elections cost a lot of money.,fake
1448,Covid-19 Threat So Great Men Now Actively Washing Hands After Using Toilet https://t.co/MYYIIswpfq,fake
1449,The leader of the UK's six million trade union members is demanding an extension of the #COVID19 furlough scheme to prevent 'a tsunami of job losses' https://t.co/ZUkEU7K2D5,real
1450,Ok seriously - what are Reff and R0? The R0 metric (pronounced “R-naught”) is the rate of COVID growth *before* public health interventions. The R-effective metric is the rate of COVID growth *after* protective measures were implemented (stay at home closing schools etc).,real
1451,New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.,fake
1452,The Virology Laboratory at Federal Medical Centre Owo Ondo State has been included in the National #COVID19 Molecular Laboratory Network This brings the total number of laboratories in the national network to 40 In progress: Gombe #TakeResponsibility https://t.co/G8nqGrtJ3X,real
1453,Deciding to re-open/keep🏫open should incl.: 📉 Local #COVID19 epidemiology &amp; transmission 👩‍🎓 Impact of🏫closures 👨‍💻 Remote learning possibilities 🔎 Detection &amp; response capabilities ✅ Capacity to operate safely ⚕️ Public health authorities &amp; measures 👉https://t.co/Cs7uxQRRMN https://t.co/ahrxfc4CY5,real
1454,Why did we make this Rt change? We want to be more timely in letting people know when COVID is growing or shrinking in their communities and this hopefully helps people understand how policies and actions are able to achieve different outcomes.,real
1455,#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 10 2020) ▶️77.74% Cured/Discharged/Migrated (3471783) ▶️20.58% Active cases (919018) ▶️1.68% Deaths (75062) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/OFPqQv9oAd,real
1456,"In an interview with Sean Hannity on 4 March, Trump also claimed that the death rate published by the WHO was false, that the correct fatality rate was less than 1 percent",fake
1457,#CoronaVirusUpdates #IndiaFightsCorona For the 4th successive day more than 6 lakh tested for #COVID19 in 24 hours. 7 day moving average of daily tests has significantly improved from around 2.69 lakh on 14th July to around 5.66 lakh on 6th Aug. https://t.co/L8ICHKR7lX https://t.co/plH6UGnFeM,real
1458,"Shaheen bagh lady saying Corona comes from Quran, more serious diseases will come but will not affect them , oh yeah just have to fear. https://t.co/J6Vz1e3B3h",fake
1459,A post claims the WHO ruled out a vaccine from the United States and recommended another from China that costs $10000,fake
1460,The federal police found thousands of reais inside the house of Pará state Health secretary. This money was supposed to go to COVID-19-related equipment.,fake
1461,Our daily update is published. Both tests completed (758k) and new cases (65K) were near all-time highs. States reported 855 deaths in line with the higher level we saw last week. https://t.co/4T8GveVpMH,real
1462,Chicken infected from coronavirus found In Bangalore.,fake
1463,We need a president who demonstrates the leadership to address every aspect of this pandemic — including the spate of racist incidents targeting Asian Americans and Pacific Islanders — with urgency and seriousness. Donald Trump is not that president. https://t.co/4dvq4uiv17,fake
1464,"TRUTH can Never be Kept Under The Carpet :
#China as A Civilization also Knows it, But, #CCP &amp; #Chinese Leadership ???

1. #COVID-19 engineered at #Wuhan Lab, #WHO knew about it...
2. Dr Li-Meng Yan, Virologist : ""SARS-COV-2 is a human-made virus""..
3. https://t.co/KaINwB89vj",fake
1465,No wearing a mask to guard against spreading the coronavirus doesn’t void concealed-carry permits. https://t.co/nuJMpcPzsW,fake
1466,While the number of #COVID19 cases is cumulative and continues to increase in the US the latest CDC #COVIDView report shows that nationally the proportion of people going to the doctor or ER for COVID-like symptoms continues to decline or remain stable: https://t.co/zP4VYlo0Pb. https://t.co/FSOA0GeHX8,real
1467,We’ve had more than 20000 people through managed isolation facilities with no evidence of any spread from there to our communities.,real
1468,Ethiopia reports 2144 new infections with the novel coronavirus bringing the total number to 63000.,fake
1469,"Novel coronavirus affects only elderly, not young people",fake
1470,#IndiaFightsCorona More than 74% of the Total Active Cases are in 9 most affected States. Maharashtra Karnataka and Andhra Pradesh presently contribute 49% of total active cases. https://t.co/fswdbnS7D4,real
1471,MHA Permits All States To Open Schools During Lockdown,fake
1472,A doctor died in Colombia after curing 6 patients of coronavirus.,fake
1473,RT @PIB_India: #CoronaWatch ◾ 3167323 total confirmed cases ◾ 2404585 cases cured/recovered ◾ 36827520 samples tested Here's the…,real
1474,Meme shows Florida Surgeon General saying: Everyone should STOP wearing masks as they have now been found to be harmful to your health.,fake
1475,"Right,Bold Decision @rights_india time.. Kudos to Byrti sir, In this pandemic all Pvt hospitals looting patients still @MoHFW_INDIA officials Connived2defend.themselves.!! India share of active cases 33%(World 35%) It seems ""to be cautious"".! @BSYBJP @PMOIndia @drharshvardhan https://t.co/xk6yuFW3z2",fake
1476,States reported ~27.5k new cases. This is the second-highest number we've seen on a Sunday topped only by April 12 at ~27.9k. Note: we're missing Georgia which reported 1800 cases yesterday but had reporting trouble today. https://t.co/wi9UBQmii3,real
1477,Arizona California Florida and Texas are still at the center of the current surge of new cases. Hospitalization for AZ CA and TX all climbing. We expect Florida's data has a similar shape. https://t.co/8G9RRQta6j,real
1478,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",fake
1479,Eight states have now reported over 1000 deaths. Here are the 15 hardest-hit states. Massachusetts is a state we're keeping a close eye on right now. Last Saturday MA reported 87 deaths. Today 156. https://t.co/kMg96woG8j,real
1480,My son who works as a public servant in the Central government got one box of face masks while the public is restricted to two per week.,fake
1481,Chinese government releases new national flag https://t.co/DYumLTRYe6 #china #covid19 #chinesenationalflag,fake
1482,"What is stated below is incorrect. The guidelines recommend against the chloroquine drugs for every Covid indication.

16 of the co-authors have been on Gilead’s payroll. Gilead was just fined again,today for Medicare fraud

Gilead owns remdesivir And HCQ is it’s major competitor https://t.co/Vv3l3rCGvJ",fake
1483,A young man in a van spit on a policeman to spread the coronavirus.,fake
1484,Our total number of confirmed cases of COVID-19 remains at 1464. Yesterday our laboratories processed 3278 tests bringing the total number of tests completed to date to 917699. Reminder Alert Level 1 is not Alert Level 0.,real
1485,"A COVID test that can give results in just 15 minutes is being heralded as ""game changing"" by the company that makes it https://t.co/ZkYvo21zp2",real
1486,RT @PIB_India: CoronaWatch ◾ 2396637 total confirmed cases ◾ 1695982 cases cured/recovered ◾ 26845688 samples tested Here's the…,real
1487,"Back on 4/5 only 13 states reported how many people were hospitalized with confirmed COVID infections. A bunch of others reported ""cumulative hospitalizations"" which is useful but different. We couldn't assemble the numbers into a national statistic. https://t.co/mOFkfErBg9",real
1488,#IndiaFightsCorona: On a continuous upward trajectory India’s total recovered cases have crossed 32.5 lakh today with 69564 patients being discharged in the last 24 hours. This has resulted in the Recovery Rate touching 77.31%. Details : https://t.co/or27GKqpPe #StaySafe,real
1489,Parents: Closing schools is one way to slow the spread of #COVID19 but – as you know – being home all the time can be hard. Find tips to support the health and well-being of yourself and your children while you’re home together: https://t.co/AmWnXzte1t. https://t.co/7PTTxdJDZ7,real
1490,On the other end of the country South Carolina is showing a clear trend of increasing numbers of COVID deaths. https://t.co/CYxgFrOx3G,real
1491,Recent case data also show that ethnic/racial minority groups are overly affected by #COVID19. Hispanic and non-White people make up 40% of the US population but about 60% of COVID-19 cases. See more demographic trends using CDC’s COVID Data Tracker: https://t.co/MLJ56QCW37. https://t.co/sAohvE4EaI,real
1492,#IndiaFightsCorona #COVID19 Recovery Rate stands at 71.17%. Case Fatality Rate further reduced to 1.95%.,real
1493,Missed our COVID Data 101 training? Head over to our Youtube page https://t.co/vnnly5TIAo. These videos are part of our mission to create a national shared understanding of the real-time state of COVID through empowering the public with knowledge resources and confidence. https://t.co/o02D6L5KaS,real
1494,"@Jc1381A @RibbleBoy15 @NatalieHats @SkyNews @UKLabour Yeah. Act of God? my hairy ex matelot's arse! 😂
It's COVID-19 
Chinese Originated Viral Infectious Disease! ......and very very likely manufactured in the Wuhan centre...😱",fake
1495,Trump says that subjecting the body to ultraviolet light exposure and injecting disinfectant can be an effective treatment against the coronavirus.,fake
1496,"An article claims that some COVID-19 patients have been sedated and forced to stay in a prone position because because they tried to ""save themselves""",fake
1497,CDC recommends that people shave their facial hair to prevent coronavirus.,fake
1498,Says students have to repeat the same grade next year.,fake
1499,Ratan Tata has said that human motivation and determined efforts will make experts' predictions go wrong regarding the fall of the Indian economy during the COVID-19 crisis.,fake
1500,Massachusetts revised their probable case definition resulting in a drop of 7757 cumulative cases. To allow a more reasonable view of the current nationwide trends we placed a zero for MA's daily cases today. https://t.co/KdDo6UJR2C,real
1501,Carrefour is offering a R$ 300 voucher for families in need during the COVID-19 crisis.,fake
1502,#IndiaFightsCorona @WHO has advised 140 tests per day per million population. With focussed Centre led efforts and effective implementation by States/UTs 34 of them have exceeded this requirement. https://t.co/bkZguoO6Mt,real
1503,The states reported more than 26000 newly discovered cases today. The base of tests was quite large though so the positive rate was ~7%. https://t.co/LhR6QRQRlW,real
1504,A Facebook user uploaded a video showing a man inside a police van spitting on a cop. The post claimed that this video is a proof that Tablighi community is spreading coronavirus in India.,fake
1505,Prime Minister Boris Johnson faces Labour deputy leader Angela Rayner at #PMQs. Labour leader Sir Keir Starmer will not appear despite being out of isolation as child tests negative for #coronavirus. Follow live analysis 👇 https://t.co/nHU2s6aEx0,real
1506,Trump Virus Infects Entire White House https://t.co/bQpdM8Ma1K #donaldtrump #2020presidentialelection #dranthonyfauci #covid19,fake
1507,A video from family doctor Natalia Prego Cancel criticizing PCR the test used to detect coronavirus in active infections.,fake
1508,"PM @ScottMorrisonMP recently said a #COVID19 vaccine would be ""as mandatory as you can possibly make it"". But what does that mean? Experts we spoke to said it was unlikely the vaccination could be forced upon the population in Australia. Here's why: https://t.co/8axB6BPplC https://t.co/tb5CpYQiIr",fake
1509,RT @CDCDirector: Your risk of #COVID19 increases the closer you get to others and the longer you interact with them. Learn ways to help saf…,real
1510,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 77.15% as on September 04 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/655ix5gseH,real
1511,#IndiaFightsCorona: India scales yet another peak records all-time high of daily testing. For the first time more than 12 lakh #COVID19 tests conducted in the last 24 hrs. Exponential rise in total tests as they cross 6.36 crore. Details: https://t.co/A5wKBkC7rc @ICMRDELHI https://t.co/6yuPv9lXGg,real
1512,NEWS! Government unveils masterplan to avoid second wave of Coronavirus by staying firmly stuck in the first one https://t.co/cGMOB1UGN3 https://t.co/7OkoaaEYiy,fake
1513,"In Italy, the cure for Coronavirus is finally found.",fake
1514,A post that shows a doctor from Santiago del Estero (Argentina) who is fighting against the coronavirus.,fake
1515,#WearAMask to help slow the spread of #COVID19. When removing your mask handle only the ear loops or ties and fold the outside corners together. Be careful not to touch your eyes nose or mouth and wash your hands after removing. Learn more: https://t.co/iOQv5OMdKA. https://t.co/JnHl4X5llu,real
1516,"Secret government lab where coronavirus was created going to have serious talk with staff about this

https://t.co/4m1iXKkNBh #covid19 #coronavirus #workplacesafety https://t.co/vuTyLtLgQU",fake
1517,A picture which claims that protective masks should be worn in different ways depending on whether you have caught the virus or not.,fake
1518,Take steps to keep your friends and family safe when visiting those at higher risk for severe illness from #COVID19. Learn more at https://t.co/EFZZhvP0qh. https://t.co/8uWbBB2izk,real
1519,process has asked sbi and business oil prices were relaxed during lockdown are rapidly increasing number of cbse central teachers eligibility test july this segment of secondary education is coronil,fake
1520,Our daily update is published. States reported 648k tests 38k cases and 1025 COVID-19 deaths. https://t.co/gbwY4UeXUR,real
1521,Our daily update is published. We’ve now tracked a total of 1.6+ million tests up more than 200k from yesterday. The testing plateau is over. Note that we can only track tests that a state reports. And not all states report all tests. For details see: https://t.co/PZrmH4bl5Y,real
1522,The fight against Covid takes warriors. Each and every one of us are warriors against this virus so make sure you’re fighting it the right way. Wash your hands. Wear a mask. #StayAtHome. We can beat this.,real
1523,Wearing cloth masks in public can help slow the spread of #COVID19 but cloth masks won’t protect you from small particles in #wildfire smoke. Limit your time outside when it’s smoky. Learn more: https://t.co/2xlF9MccFt. https://t.co/fhn2DTR9o5,real
1524,States reported ~20k new cases. The 7-day average rose slightly. https://t.co/8Z6Q561E8F,real
1525,A photo shows a new hospital in Wuhan.,fake
1526,As at 09:30 pm 9th April there are 288 confirmed cases 51 discharged 7 deaths For more info- https://t.co/zQrpNeOfet Lagos- 158 FCT- 54 Osun- 20 Edo- 12 Oyo- 11 Bauchi- 6 Akwa Ibom- 5 Ogun- 4 Kaduna- 5 Enugu- 2 Ekiti- 2 Rivers-2 Kwara- 2 Delta- 2 Benue- 1 Ondo- 1 Katsina-1,real
1527,12 modifiable risk factors tied to 40% of #dementia cases worldwide. https://t.co/LGDPnsHzut https://t.co/KL1t7jL31Z,real
1528,UPDATE: #COVID19science ➡️To accommodate all elective patients hospital provision interventions to remain in place until there are less than 320 critical care #COVID19 patients ➡️Shortfalls driven by lack of nurses beds &amp; junior doctors 🔰Report: https://t.co/lcFch0FxCt https://t.co/HwUBPld4RY,real
1529,Our daily 4 pm update is out! Across 50 states and DC we've tracked 16502 total tests: 1953 positive 13419 negative and 1130 pending. Before trying to interpret this data please read over our notes about how each state reports data differently: https://t.co/NFXhO4aZOz.,real
1530,Coronavirua: Video of masked men open firing viral as China,fake
1531,"The biggest pandemic to ever hit world are not one but two -
1. Conversion to I
2. Conversion to C
Much worse than Corona. Because Corona goes away in 2 weeks. This persists till generations are doomed. 
Agniveer will fight this pandemic as top priority. Bless us. https://t.co/QilTRXF9Ps",fake
1532,With over 14000 new infections recorded India’s total confirmed cases cross 4.25 lakh. Union Home Minister Amit Shah directs Delhi government to report all deaths to the Centre and demarcate containment zones afresh. #COVID19 #CoronavirusFacts https://t.co/18ciZrjsNo,fake
1533,_New vaccine can help cure coronavirus in three hours._,fake
1534,Every day since March 30 the 7-day average for deaths in this country has been over 478 which was the low in our data on July 6. Through all of August states are reporting twice as many deaths as in early July. https://t.co/viC1ACN9g9,real
1535,@DLandTheBeard @MikeJGallant For example in Alameda County where I live: some people live 10-15 years longer than other people based on where they live and race. And yet people die of the same things. (As they will in this case.) -@alexismadrigal,real
1536,"Says if you donate blood, ???they HAVE to test you??� for coronavirus.",fake
1537,#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 08 2020) ▶️77.65% Cured/Discharged/Migrated (3323950) ▶️20.65% Active cases (883697) ▶️1.70% Deaths (72775) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/DLFvdf59Pi,real
1538,_A purported advisory has been shared repeatedly in multiple Facebook Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus COVID-19. The posts urge residents to remain indoors during the spraying._,fake
1539,#IndiaFightsCorona With higher number of patients getting cured India’s total Recoveries surpass 30 lakh. Less than 0.5 % patients on Ventilators 2% in ICUs &amp; less than 3.5% on Oxygen Support. https://t.co/slLc52m2mx https://t.co/KwTyzuNr5J,real
1540,313 new cases of #COVID19; 148-Lagos 36-FCT 27-Rivers 19-Edo 13-Kano 12-Ogun 11-Ebonyi 8-Nasarawa 8-Delta 7-Oyo 6- Plateau 5-Kaduna 4-Kwara 3-Akwa Ibom 3-Bayelsa 2-Niger 1-Anambra 7839 cases of #COVID19 in Nigeria Discharged: 2263 Deaths: 226 https://t.co/9xnlCpT902,real
1541,"Public health authorities deploy 5,000 emotionally absent fathers to teach public about social distancing #Covid_19 #CoronavirusPandemic",fake
1542,This week our focus is to ramp up testing in the country focusing on 2 key groups: 1. Contacts of cases with fever &amp; respiratory tract symptoms in a contact. 2. People with fever &amp; respiratory tract symptoms of unknown cause Thread by DG @Chikwe_I on our goal for the week👇🏿 https://t.co/rFU6FtPjBE,real
1543,"Why banks are open daily, they should be open in alternate days for, stoping people and becoz one of reason is #corona and 2nd people are not following social distancing
@nsitharaman @narendramodi @AamAadmiParty @ArvindKejriwal @aajtak 
#lockdownextension #bankerhaipolicenahi",fake
1544,Coronavirus patients with preexisting mental health conditions are particularly susceptible to clinical deterioration. https://t.co/artOa0FuVo,real
1545,Bollywood actor Aamir Khan is helping the needy during the COVID-19 crisis by sending flour bags with cash in them.,fake
1546,Italy's Ministry of Health has discovered that COVID-19 deaths are caused by a bacteria not by the novel coronavirus.,fake
1547,A number of areas have been added to the coronavirus watchlist as scientists warned the transmission rate could now be as high as 1.4 in the UK. Find out if your area is affected https://t.co/rQuoFDXfve,real
1548,"@econstandard HCQ, zinc, and azithromycin/doxycycline MUST be given in the viral replication stage of Covid-19. This is the first 5-7 days of the illness. That is the whole purpose of this drug combo. Once a person reaches the inflammatory phase, it’s t",fake
1549,#IndiaFightsCorona: The number of recovered patients has outpaced the active cases (704348) by more than17 lakh. The recovered patients are3.41 times the active cases as on date. Details : https://t.co/M8kF1MQx7V @MoHFW_INDIA @drharshvardhan @ICMRDELHI #StaySafe,real
1550,RT @SkyNewsBreak: Sky News understands further lockdown restrictions are set to be imposed in the North East of England and an announcement…,real
1551,While CDC considers #COVID19 a serious situation and is taking preparedness measures the immediate risk in the U.S. is considered low. Everyone should always take simple daily precautions to help prevent the spread of respiratory illnesses. https://t.co/uArGZTrH5L #coronavirus https://t.co/pYnCXI8Aaa,real
1552,#HCPs: Today at 2pm ET log in to COCA Facebook profile or call in. COCA Call Topic: #COVID19 Update and Information for Long-term Care Facilities. Learn more about the event at https://t.co/6e6I106zaL. https://t.co/nQ7s3lrBkn,real
1553,"At a time when studies are linking air pollution with COVID-19 mortality rates for the most vulnerable in our society, the Trump Administration is rolling back environmental protections — allowing more poison into our air. https://t.co/047lsdtrQN",fake
1554,India conducts one million COVID-19 tests in the last 24 hours https://t.co/H4bobDsjsP,real
1555,Four more counties in south Wales will go into lockdown from 6pm this evening. For the latest on #COVID19 restrictions in the country Welsh First Minister @MarkDrakeford joins @KayBurley at 8:30am. 👉 #KayBurley 📺 Sky 501 / Freeview 233 📱 Watch live https://t.co/MTAJy1mRFK https://t.co/63Ly06Ca6Y,real
1556,Thrombosis is the main cause of death for COVID-19 patients. Antibiotics can treat coronavirus patients.,fake
1557,Trump White House adviser says unemployment rate could pass 20% during coronavirus pandemic https://t.co/me16251eSY,fake
1558,#CoronaVirusUpdates: 📍India achieves a record number of 1055027 #COVID19 tests in a single day on August 29 2020. #IndiaFightsCorona #StaySafe #IndiaWilllWin @ICMRDELHI https://t.co/O64D2M4V5D,real
1559,_Nobel laureate and Japan's renowned professor Tasuku Honjo has described coronavirus as unnatural. He has also said that this has been prepared in a lab in China._,fake
1560,People infected with coronavirus die in the street while doctors travel through the infection zone.,fake
1561,591 new cases of #COVID19Nigeria; Oyo-191 Lagos-168 FCT-61 Ondo-29 Osun-26 Ebonyi-24 Edo-23 Ogun-14 Rivers-13 Akwa Ibom-12 Kaduna-10 Katsina-6 Borno-4 Ekiti-3 Delta-3 Imo-3 Niger-1 39539 confirmed 16559 discharged 845 deaths https://t.co/6ShOHoggtS,real
1562,No significant mutation in SARS-CoV-2 in India. ICMR is actively exploring saliva based test for #COVID19 Dispels doubts raised over failure of one vaccine in clinical trials says trials are continuing only after expert committee reappraisal Details: https://t.co/X5oWj7M8Vd https://t.co/FPdIDDEfFy,real
1563,New confirmed cases of COVID-19 in Kolkatta reported by Press Trust of India.,fake
1564,Sri Lankan Navy base in Colombo were using traditional Ayurvedic medicine for COVID-19 treatments and as a result no patients were in ICU.,fake
1565,Nineteen new cases of #COVID19 have been reported as follows: 14 in Lagos 2 in FCT 1 in Kano 1 in Akwa Ibom 1 in Edo As at 09:20 pm 14th April there are 362 confirmed cases of #COVID19 reported in Nigeria. 99 have been discharged with 11 deaths #TakeResponsibility https://t.co/ySAhNzWnnU,real
1566,The new coronavirus was created in a Chinese laboratory and Bill Gates financed its origin.,fake
1567,There is no one in New Zealand receiving hospital-level care for COVID-19.,real
1568,Two European patients reinfected with #coronavirus raising concerns about immunity and vaccine efficacy. https://t.co/5gHtoLJ6w2 https://t.co/YYihRoU7Ep,real
1569,381 new cases of #COVID19; 183-Lagos 55-Kano 44-Jigawa 19-Zamfara 19-Bauchi 11-Katsina 9-Borno 8-Kwara 7-Kaduna 6-Gombe 5-Ogun 4-Sokoto 3-Oyo 3-Rivers 2-Niger 1-Akwa Ibom 1-Enugu 1-Plateau 3526 cases of #COVID19 in Nigeria Discharged: 601 Deaths: 107 https://t.co/H5ouYwO9Cj,real
1570,Kabataan Representative Sarah Elago said that the lockdown and curfew imposed by President Rodrigo Duterte are against human rights and that they are now calling for People Power.,fake
1571,#IndiaFightsCorona Unprecedented upsurge in #COVID19 testing India crosses a new peak of 4 cr tests. More than 9 lakh tests conducted for third successive day. https://t.co/SNixym9wmM https://t.co/8yk4BDNXr7,real
1572,15 people are now considered to have recovered from COVID-19 which brings our total number of active cases to 126 - of which 11 are imported cases. Our total number of confirmed cases is 1351.,real
1573,"True that!! This is an imp piece of info. 

If You're planning to order FabiFlu online, favipiravir-#DCGI approved medication for the treatment of mild #Covid19, you need to upload the docs prescription sheet during shopping cart checkout.

#IndiaFightsCorona #OdishaFightsCorona https://t.co/8PZlfpxJWG",fake
1574,Turns out the NHS cannot make a better COVID tracking app than Google or Apple. https://t.co/fUqBumux30 https://t.co/YHPeb4E0Ax,real
1575,@Fmohnigeria has announced 5 new cases of #COVID19 in Nigeria bringing the total number confirmed cases in Nigeria to 8 All 5 cases had a travel history to the UK/USA We urge Nigerians to remain calm as public health response activities are intensified ac,real
1576,NEWS! How to write the perfect profile for the new Covid-sceptic dating website https://t.co/0iWHz807WT https://t.co/kYhLhKKO51,fake
1577,Muslim man in Dehradun spitting to spread coronavirus.,fake
